element_id	page_no	position_in_page	self_ref	text50	label
c2b16d58c6	1	100	#/texts/100	This element signifies a general note.	text
9be81e67c4	1	101	#/texts/101	Warning	section_header
4b88470d65	1	102	#/texts/102	This element indicates a warning or caution.	text
ffc95dc1f2	1	103	#/texts/103	Using Code Examples	title
41677162c5	1	104	#/texts/104	Supplemental material (code examples, exercises, e	text
f3bd131b01	1	105	#/texts/105	https://github.com/mvechtomova/oreilly-mlops-with-	text
a1a8c28b0e	1	106	#/texts/106	.	text
a6e22e7861	1	107	#/texts/107	If you have a technical question or a problem usin	text
ee3c6aefc6	1	108	#/texts/108	support@oreilly.com	text
94a76f57b9	1	109	#/texts/109	.	text
4f328014d9	1	110	#/texts/110	This book is here to help you get your job done. I	text
d256ca1f4f	1	111	#/texts/111	We appreciate, but generally do not require, attri	text
0dd23a1a0d	1	112	#/texts/112	MLOps with Databricks	text
7fc5825458	1	113	#/texts/113	by Maria Vechtomova (O'Reilly). Copyright 2026 Mar	text
68718eb9e1	1	114	#/texts/114	If you feel your use of code examples falls outsid	text
06e927a96f	1	115	#/texts/115	permissions@oreilly.com	text
cca3784f46	1	116	#/texts/116	.	text
a6c94bf526	1	117	#/texts/117	O'Reilly Online Learning	title
2eb9257f9f	1	118	#/texts/118	Note	section_header
0bc95975f3	1	119	#/texts/119	For more than 40 years,	text
f63a5fa1ee	1	120	#/texts/120	O'Reilly Media	text
e5c8c71c01	1	121	#/texts/121	has provided technology and business training, kno	text
24ba8fba15	1	122	#/texts/122	Our unique network of experts and innovators share	text
936acc499b	1	123	#/texts/123	https://oreilly.com	text
a6b0ae37c2	1	124	#/texts/124	.	text
115d26df72	1	125	#/texts/125	How to Contact Us	title
28965c3fab	1	126	#/texts/126	Please address comments and questions concerning t	text
f59f8e7ede	1	127	#/texts/127	O'Reilly Media, Inc.	list_item
828fd8d6b6	1	128	#/texts/128	1005 Gravenstein Highway North	list_item
81feef6b3d	1	129	#/texts/129	Sebastopol, CA 95472	list_item
bfe3b2374d	1	130	#/texts/130	800-889-8969 (in the United States or Canada)	list_item
95d81aa8c9	1	131	#/texts/131	707-827-7019 (international or local)	list_item
f61f46ab3b	1	132	#/texts/132	707-829-0104 (fax)	list_item
6ae7f389d1	1	133	#/texts/133	support@oreilly.com	list_item
67739a2ae2	1	134	#/texts/134	https://oreilly.com/about/contact.html	list_item
297d00f840	1	135	#/texts/135	We have a web page for this book, where we list er	text
afe5cbee17	1	136	#/texts/136	https://oreil.ly/MLOps-with-Databricks	text
07c6fa9622	1	137	#/texts/137	.	text
131ba17ac9	1	138	#/texts/138	For news and information about our books and cours	text
8a583e9f09	1	139	#/texts/139	https://oreilly.com	text
db4a05fcd2	1	140	#/texts/140	.	text
bb2bd6e126	1	141	#/texts/141	Find us on LinkedIn:	text
29334dac59	1	142	#/texts/142	https://linkedin.com/company/oreilly	text
7bd56941a4	1	143	#/texts/143	.	text
a55c64c985	1	144	#/texts/144	Watch us on YouTube:	text
6b3a84f29c	1	145	#/texts/145	https://youtube.com/oreillymedia	text
d747764731	1	146	#/texts/146	.	text
f56a605ea4	1	147	#/texts/147	Acknowledgments	title
108a4695c4	1	148	#/texts/148	This book took a long time to write, and many peop	text
a1ad6fadc2	1	149	#/texts/149	I am grateful to the reviewers who gave their time	text
a1d47a35bc	1	150	#/texts/150	Some of the people who shaped this book did so wit	text
cc57ee9f5f	1	151	#/texts/151	Thank you to Ba\u015fak Eskili, with whom I taught; to 	text
9c2d9c20eb	1	152	#/texts/152	Thanks to the wonderful team at O'Reilly, especial	text
5a244add80	1	153	#/texts/153	To my family, thank you for your patience while I 	text
f06741d37d	1	154	#/texts/154	Finally, my cat Marx practically co-wrote this boo	text
8d07b28bbe	1	155	#/texts/155	I have certainly left out people who should be her	text
df0fc552fe	1	156	#/texts/156	1	text
f445dedf3d	1	157	#/texts/157	For more information, check out	text
3f9bac385d	1	158	#/texts/158	Databricks' announcement of its acquisition of Tec	text
827dfd7aab	1	159	#/texts/159	.	text
